timeStamp,elapsed,label,grpThreads,allThreads
1685178732612,34295,192.168.1.204 Memory,0,0
1685178732612,6595,192.168.1.204 CPU,0,0
1685178733625,34295,192.168.1.204 Memory,0,0
1685178733625,800,192.168.1.204 CPU,0,0
1685178734639,34295,192.168.1.204 Memory,0,0
1685178734639,1150,192.168.1.204 CPU,0,0
1685178735650,34295,192.168.1.204 Memory,0,0
1685178735650,375,192.168.1.204 CPU,0,0
1685178736935,34295,192.168.1.204 Memory,0,0
1685178736935,375,192.168.1.204 CPU,0,0
1685178737948,34293,192.168.1.204 Memory,0,0
1685178737948,22255,192.168.1.204 CPU,0,0
1685178738961,34290,192.168.1.204 Memory,0,0
1685178738961,51175,192.168.1.204 CPU,0,0
1685178739976,34288,192.168.1.204 Memory,0,0
1685178739976,60993,192.168.1.204 CPU,0,0
1685178740985,34288,192.168.1.204 Memory,0,0
1685178740985,61161,192.168.1.204 CPU,0,0
1685178741996,34289,192.168.1.204 Memory,0,0
1685178741996,67071,192.168.1.204 CPU,0,0
1685178743006,34198,192.168.1.204 Memory,0,0
1685178743006,62144,192.168.1.204 CPU,0,0
1685178744020,34195,192.168.1.204 Memory,0,0
1685178744020,61381,192.168.1.204 CPU,0,0
1685178745033,34195,192.168.1.204 Memory,0,0
1685178745033,62935,192.168.1.204 CPU,0,0
1685178746044,34195,192.168.1.204 Memory,0,0
1685178746044,57196,192.168.1.204 CPU,0,0
1685178747053,34195,192.168.1.204 Memory,0,0
1685178747053,44217,192.168.1.204 CPU,0,0
1685178748059,34196,192.168.1.204 Memory,0,0
1685178748059,775,192.168.1.204 CPU,0,0
