timeStamp,elapsed,label,grpThreads,allThreads
1685178234557,30209,192.168.1.204 Memory,0,0
1685178234557,975,192.168.1.204 CPU,0,0
1685178235567,30208,192.168.1.204 Memory,0,0
1685178235567,799,192.168.1.204 CPU,0,0
1685178236581,30207,192.168.1.204 Memory,0,0
1685178236581,1556,192.168.1.204 CPU,0,0
1685178237595,30207,192.168.1.204 Memory,0,0
1685178237595,775,192.168.1.204 CPU,0,0
1685178238681,30224,192.168.1.204 Memory,0,0
1685178238681,13545,192.168.1.204 CPU,0,0
1685178239911,30396,192.168.1.204 Memory,0,0
1685178239912,83280,192.168.1.204 CPU,0,0
1685178240919,30433,192.168.1.204 Memory,0,0
1685178240919,83213,192.168.1.204 CPU,0,0
1685178241936,30585,192.168.1.204 Memory,0,0
1685178241936,99254,192.168.1.204 CPU,0,0
1685178242938,30620,192.168.1.204 Memory,0,0
1685178242938,83068,192.168.1.204 CPU,0,0
1685178243951,30645,192.168.1.204 Memory,0,0
1685178243951,85867,192.168.1.204 CPU,0,0
1685178244952,30674,192.168.1.204 Memory,0,0
1685178244952,97526,192.168.1.204 CPU,0,0
1685178245961,30667,192.168.1.204 Memory,0,0
1685178245961,99221,192.168.1.204 CPU,0,0
1685178246969,30845,192.168.1.204 Memory,0,0
1685178246969,92028,192.168.1.204 CPU,0,0
1685178248072,30898,192.168.1.204 Memory,0,0
1685178248072,99196,192.168.1.204 CPU,0,0
1685178249077,30903,192.168.1.204 Memory,0,0
1685178249077,49606,192.168.1.204 CPU,0,0
1685178250091,30895,192.168.1.204 Memory,0,0
1685178250091,14396,192.168.1.204 CPU,0,0
1685178251097,30885,192.168.1.204 Memory,0,0
1685178251097,19222,192.168.1.204 CPU,0,0
1685178252108,30885,192.168.1.204 Memory,0,0
1685178252108,398,192.168.1.204 CPU,0,0
1685178253121,30883,192.168.1.204 Memory,0,0
1685178253121,1175,192.168.1.204 CPU,0,0
1685178254135,30883,192.168.1.204 Memory,0,0
1685178254135,0,192.168.1.204 CPU,0,0
1685178255147,30883,192.168.1.204 Memory,0,0
1685178255147,747,192.168.1.204 CPU,0,0
1685178256161,30885,192.168.1.204 Memory,0,0
1685178256161,796,192.168.1.204 CPU,0,0
1685178257171,30880,192.168.1.204 Memory,0,0
1685178257171,799,192.168.1.204 CPU,0,0
1685178258181,30880,192.168.1.204 Memory,0,0
1685178258181,1125,192.168.1.204 CPU,0,0
1685178259195,30880,192.168.1.204 Memory,0,0
1685178259195,778,192.168.1.204 CPU,0,0
1685178260206,30880,192.168.1.204 Memory,0,0
1685178260206,375,192.168.1.204 CPU,0,0
1685178261218,30880,192.168.1.204 Memory,0,0
1685178261218,803,192.168.1.204 CPU,0,0
1685178262230,30879,192.168.1.204 Memory,0,0
1685178262230,769,192.168.1.204 CPU,0,0
1685178263243,30880,192.168.1.204 Memory,0,0
1685178263243,802,192.168.1.204 CPU,0,0
