timeStamp,elapsed,label,grpThreads,allThreads
1685178091093,27674,192.168.1.204 Memory,0,0
1685178091093,4507,192.168.1.204 CPU,0,0
1685178092096,27674,192.168.1.204 Memory,0,0
1685178092096,1136,192.168.1.204 CPU,0,0
1685178093108,27674,192.168.1.204 Memory,0,0
1685178093108,799,192.168.1.204 CPU,0,0
1685178094119,27674,192.168.1.204 Memory,0,0
1685178094119,775,192.168.1.204 CPU,0,0
1685178095130,27543,192.168.1.204 Memory,0,0
1685178095130,21369,192.168.1.204 CPU,0,0
1685178096141,27481,192.168.1.204 Memory,0,0
1685178096141,86930,192.168.1.204 CPU,0,0
1685178097151,27399,192.168.1.204 Memory,0,0
1685178097151,93892,192.168.1.204 CPU,0,0
1685178098164,27394,192.168.1.204 Memory,0,0
1685178098164,92950,192.168.1.204 CPU,0,0
1685178099175,27386,192.168.1.204 Memory,0,0
1685178099175,98838,192.168.1.204 CPU,0,0
1685178100189,27367,192.168.1.204 Memory,0,0
1685178100189,82823,192.168.1.204 CPU,0,0
1685178101190,27370,192.168.1.204 Memory,0,0
1685178101190,92829,192.168.1.204 CPU,0,0
1685178102291,27389,192.168.1.204 Memory,0,0
1685178102291,91876,192.168.1.204 CPU,0,0
1685178103312,27409,192.168.1.204 Memory,0,0
1685178103312,73351,192.168.1.204 CPU,0,0
1685178104319,27433,192.168.1.204 Memory,0,0
1685178104319,69517,192.168.1.204 CPU,0,0
