timeStamp,elapsed,label,grpThreads,allThreads
1685178564026,31252,192.168.1.204 Memory,0,0
1685178564026,1497,192.168.1.204 CPU,0,0
1685178565030,31240,192.168.1.204 Memory,0,0
1685178565030,400,192.168.1.204 CPU,0,0
1685178566041,31231,192.168.1.204 Memory,0,0
1685178566041,376,192.168.1.204 CPU,0,0
1685178567053,31223,192.168.1.204 Memory,0,0
1685178567053,790,192.168.1.204 CPU,0,0
1685178568148,31222,192.168.1.204 Memory,0,0
1685178568148,7709,192.168.1.204 CPU,0,0
1685178569302,31279,192.168.1.204 Memory,0,0
1685178569302,26033,192.168.1.204 CPU,0,0
1685178570314,31947,192.168.1.204 Memory,0,0
1685178570314,89186,192.168.1.204 CPU,0,0
1685178571332,32813,192.168.1.204 Memory,0,0
1685178571332,94191,192.168.1.204 CPU,0,0
1685178572338,33452,192.168.1.204 Memory,0,0
1685178572338,84289,192.168.1.204 CPU,0,0
1685178573353,34179,192.168.1.204 Memory,0,0
1685178573353,84161,192.168.1.204 CPU,0,0
1685178574367,34421,192.168.1.204 Memory,0,0
1685178574367,77355,192.168.1.204 CPU,0,0
1685178575381,33419,192.168.1.204 Memory,0,0
1685178575381,74687,192.168.1.204 CPU,0,0
1685178576390,34018,192.168.1.204 Memory,0,0
1685178576390,82188,192.168.1.204 CPU,0,0
1685178577403,34493,192.168.1.204 Memory,0,0
1685178577403,77524,192.168.1.204 CPU,0,0
