timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685177857965,24213,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177857965,10971,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177858971,24213,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177858971,378,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177859982,24212,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177859982,1550,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177860991,24210,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177860991,806,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177862328,24209,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177862328,1165,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177863393,24206,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177863393,31019,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177864438,24206,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177864438,75472,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177865461,24323,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177865461,81236,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177866510,24445,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177866510,73257,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177867516,24528,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177867516,92747,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177868520,24541,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177868520,97303,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177869521,24647,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177869521,90549,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177870531,25020,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177870531,97718,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
1685177871533,25510,192.168.1.204 Memory,,,,,true,,0,0,0,0,null,0,0,0
1685177871533,99628,192.168.1.204 CPU,,,,,true,,0,0,0,0,null,0,0,0
