timeStamp,elapsed,label,grpThreads,allThreads
1685184267061,32210,192.168.1.204 Memory,0,0
1685184267061,670,192.168.1.204 CPU,0,0
1685184268070,32210,192.168.1.204 Memory,0,0
1685184268070,1179,192.168.1.204 CPU,0,0
1685184269083,32210,192.168.1.204 Memory,0,0
1685184269083,398,192.168.1.204 CPU,0,0
1685184270095,32210,192.168.1.204 Memory,0,0
1685184270095,1581,192.168.1.204 CPU,0,0
1685184271096,32120,192.168.1.204 Memory,0,0
1685184271096,9681,192.168.1.204 CPU,0,0
1685184272098,32111,192.168.1.204 Memory,0,0
1685184272098,13508,192.168.1.204 CPU,0,0
1685184273106,32098,192.168.1.204 Memory,0,0
1685184273106,64916,192.168.1.204 CPU,0,0
1685184274120,32050,192.168.1.204 Memory,0,0
1685184274120,99270,192.168.1.204 CPU,0,0
1685184275205,32053,192.168.1.204 Memory,0,0
1685184275205,98587,192.168.1.204 CPU,0,0
1685184276215,32221,192.168.1.204 Memory,0,0
1685184276215,98419,192.168.1.204 CPU,0,0
1685184277254,32221,192.168.1.204 Memory,0,0
1685184277254,98431,192.168.1.204 CPU,0,0
1685184278564,32220,192.168.1.204 Memory,0,0
1685184278564,98111,192.168.1.204 CPU,0,0
1685184279570,32388,192.168.1.204 Memory,0,0
1685184279570,99615,192.168.1.204 CPU,0,0
1685184280574,32417,192.168.1.204 Memory,0,0
1685184280574,98424,192.168.1.204 CPU,0,0
1685184281585,32574,192.168.1.204 Memory,0,0
1685184281585,99259,192.168.1.204 CPU,0,0
