timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-8,text,true,,264,102549,10,10,https://192.168.1.204:3001/homework,425,0,330
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-6,text,true,,264,102534,10,10,https://192.168.1.204:3001/homework,425,0,330
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-1,text,true,,264,102555,10,10,https://192.168.1.204:3001/homework,425,0,331
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-3,text,true,,264,102546,10,10,https://192.168.1.204:3001/homework,425,0,330
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-4,text,true,,264,102537,10,10,https://192.168.1.204:3001/homework,425,0,331
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-7,text,true,,264,102558,10,10,https://192.168.1.204:3001/homework,425,0,330
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-10,text,true,,264,102534,10,10,https://192.168.1.204:3001/homework,425,0,331
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-5,text,true,,264,102546,10,10,https://192.168.1.204:3001/homework,425,0,331
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-2,text,true,,264,102540,10,10,https://192.168.1.204:3001/homework,425,0,331
1685178312983,429,HTTP Request,200,OK,HomeworkUpload 1-9,text,true,,264,102555,10,10,https://192.168.1.204:3001/homework,425,0,330
1685178313415,201,HTTP Request,200,OK,HomeworkUpload 1-6,text,true,,264,102546,10,10,https://192.168.1.204:3001/homework,201,0,182
1685178313415,201,HTTP Request,200,OK,HomeworkUpload 1-3,text,true,,264,102555,10,10,https://192.168.1.204:3001/homework,201,0,188
1685178313415,201,HTTP Request,200,OK,HomeworkUpload 1-5,text,true,,264,102564,10,10,https://192.168.1.204:3001/homework,201,0,190
1685178313415,201,HTTP Request,200,OK,HomeworkUpload 1-9,text,true,,264,102546,10,10,https://192.168.1.204:3001/homework,201,0,188
1685178313415,202,HTTP Request,200,OK,HomeworkUpload 1-7,text,true,,264,102534,10,10,https://192.168.1.204:3001/homework,201,0,194
1685178313415,202,HTTP Request,200,OK,HomeworkUpload 1-2,text,true,,264,102543,10,10,https://192.168.1.204:3001/homework,201,0,190
1685178313415,202,HTTP Request,200,OK,HomeworkUpload 1-8,text,true,,264,102546,10,10,https://192.168.1.204:3001/homework,202,0,194
1685178313415,209,HTTP Request,200,OK,HomeworkUpload 1-1,text,true,,264,102537,10,10,https://192.168.1.204:3001/homework,209,0,198
1685178313415,212,HTTP Request,200,OK,HomeworkUpload 1-10,text,true,,264,102546,10,10,https://192.168.1.204:3001/homework,211,0,198
1685178313415,213,HTTP Request,200,OK,HomeworkUpload 1-4,text,true,,264,102555,10,10,https://192.168.1.204:3001/homework,213,0,201
1685178313617,83,HTTP Request,200,OK,HomeworkUpload 1-7,text,true,,264,102558,10,10,https://192.168.1.204:3001/homework,82,0,61
