timeStamp,elapsed,label,grpThreads,allThreads
1685178446955,30908,192.168.1.204 Memory,0,0
1685178446955,6029,192.168.1.204 CPU,0,0
1685178447962,30861,192.168.1.204 Memory,0,0
1685178447962,49788,192.168.1.204 CPU,0,0
1685178448976,30826,192.168.1.204 Memory,0,0
1685178448976,51962,192.168.1.204 CPU,0,0
1685178449986,30880,192.168.1.204 Memory,0,0
1685178449986,50375,192.168.1.204 CPU,0,0
1685178451390,30839,192.168.1.204 Memory,0,0
1685178451391,53721,192.168.1.204 CPU,0,0
1685178452391,31230,192.168.1.204 Memory,0,0
1685178452391,84157,192.168.1.204 CPU,0,0
1685178453406,31904,192.168.1.204 Memory,0,0
1685178453406,96218,192.168.1.204 CPU,0,0
1685178454421,32639,192.168.1.204 Memory,0,0
1685178454421,96946,192.168.1.204 CPU,0,0
1685178455431,33502,192.168.1.204 Memory,0,0
1685178455431,94171,192.168.1.204 CPU,0,0
1685178456446,33960,192.168.1.204 Memory,0,0
1685178456447,95425,192.168.1.204 CPU,0,0
1685178457453,32949,192.168.1.204 Memory,0,0
1685178457453,87990,192.168.1.204 CPU,0,0
1685178458466,33157,192.168.1.204 Memory,0,0
1685178458466,93801,192.168.1.204 CPU,0,0
1685178459478,33766,192.168.1.204 Memory,0,0
1685178459478,89947,192.168.1.204 CPU,0,0
1685178460491,34131,192.168.1.204 Memory,0,0
1685178460491,83312,192.168.1.204 CPU,0,0
