timeStamp,elapsed,label,grpThreads,allThreads
1685177146872,30861,192.168.1.204 Memory,0,0
1685177146872,1754,192.168.1.204 CPU,0,0
1685177147877,30861,192.168.1.204 Memory,0,0
1685177147877,774,192.168.1.204 CPU,0,0
1685177148881,30861,192.168.1.204 Memory,0,0
1685177148881,400,192.168.1.204 CPU,0,0
1685177149895,30860,192.168.1.204 Memory,0,0
1685177149895,769,192.168.1.204 CPU,0,0
1685177151134,30860,192.168.1.204 Memory,0,0
1685177151134,781,192.168.1.204 CPU,0,0
1685177152138,30764,192.168.1.204 Memory,0,0
1685177152138,30242,192.168.1.204 CPU,0,0
1685177153149,31205,192.168.1.204 Memory,0,0
1685177153149,95628,192.168.1.204 CPU,0,0
1685177154161,31955,192.168.1.204 Memory,0,0
1685177154161,98086,192.168.1.204 CPU,0,0
1685177155173,32403,192.168.1.204 Memory,0,0
1685177155173,98461,192.168.1.204 CPU,0,0
1685177156183,32937,192.168.1.204 Memory,0,0
1685177156183,98496,192.168.1.204 CPU,0,0
1685177157184,33364,192.168.1.204 Memory,0,0
1685177157184,98854,192.168.1.204 CPU,0,0
1685177158199,33911,192.168.1.204 Memory,0,0
1685177158199,99612,192.168.1.204 CPU,0,0
1685177159211,34353,192.168.1.204 Memory,0,0
1685177159211,98501,192.168.1.204 CPU,0,0
1685177160223,34921,192.168.1.204 Memory,0,0
1685177160223,99636,192.168.1.204 CPU,0,0
