timeStamp,elapsed,label,grpThreads,allThreads
1685177072271,30469,192.168.1.204 Memory,0,0
1685177072272,1465,192.168.1.204 CPU,0,0
1685177073278,30453,192.168.1.204 Memory,0,0
1685177073278,375,192.168.1.204 CPU,0,0
1685177074293,30439,192.168.1.204 Memory,0,0
1685177074293,799,192.168.1.204 CPU,0,0
1685177075304,30439,192.168.1.204 Memory,0,0
1685177075304,375,192.168.1.204 CPU,0,0
1685177076317,30521,192.168.1.204 Memory,0,0
1685177076317,25781,192.168.1.204 CPU,0,0
1685177077328,30719,192.168.1.204 Memory,0,0
1685177077328,84099,192.168.1.204 CPU,0,0
1685177078339,31237,192.168.1.204 Memory,0,0
1685177078339,98418,192.168.1.204 CPU,0,0
1685177079352,31673,192.168.1.204 Memory,0,0
1685177079352,90159,192.168.1.204 CPU,0,0
1685177080364,31962,192.168.1.204 Memory,0,0
1685177080364,99596,192.168.1.204 CPU,0,0
1685177081366,32199,192.168.1.204 Memory,0,0
1685177081366,98484,192.168.1.204 CPU,0,0
1685177082419,32650,192.168.1.204 Memory,0,0
1685177082419,98549,192.168.1.204 CPU,0,0
1685177083426,32950,192.168.1.204 Memory,0,0
1685177083426,99209,192.168.1.204 CPU,0,0
1685177084437,33330,192.168.1.204 Memory,0,0
1685177084437,97013,192.168.1.204 CPU,0,0
1685177085440,33182,192.168.1.204 Memory,0,0
1685177085440,98869,192.168.1.204 CPU,0,0
