timeStamp,elapsed,label,grpThreads,allThreads
1685177178619,31435,192.168.1.204 Memory,0,0
1685177178619,3826,192.168.1.204 CPU,0,0
1685177179624,31407,192.168.1.204 Memory,0,0
1685177179624,778,192.168.1.204 CPU,0,0
1685177180639,31383,192.168.1.204 Memory,0,0
1685177180639,396,192.168.1.204 CPU,0,0
1685177181650,31383,192.168.1.204 Memory,0,0
1685177181650,799,192.168.1.204 CPU,0,0
1685177183924,30839,192.168.1.204 Memory,0,0
1685177183924,11772,192.168.1.204 CPU,0,0
1685177184928,31120,192.168.1.204 Memory,0,0
1685177184928,16269,192.168.1.204 CPU,0,0
1685177185941,31636,192.168.1.204 Memory,0,0
1685177185941,89730,192.168.1.204 CPU,0,0
1685177186955,31871,192.168.1.204 Memory,0,0
1685177186955,98479,192.168.1.204 CPU,0,0
1685177187956,32332,192.168.1.204 Memory,0,0
1685177187956,98468,192.168.1.204 CPU,0,0
1685177188968,32587,192.168.1.204 Memory,0,0
1685177188968,98796,192.168.1.204 CPU,0,0
1685177189982,33217,192.168.1.204 Memory,0,0
1685177189982,99270,192.168.1.204 CPU,0,0
1685177190995,33416,192.168.1.204 Memory,0,0
1685177190995,98484,192.168.1.204 CPU,0,0
1685177192009,33460,192.168.1.204 Memory,0,0
1685177192009,99209,192.168.1.204 CPU,0,0
1685177193023,33672,192.168.1.204 Memory,0,0
1685177193023,99627,192.168.1.204 CPU,0,0
