timeStamp,elapsed,label,grpThreads,allThreads
1685183840667,31911,192.168.1.204 Memory,0,0
1685183840667,1008,192.168.1.204 CPU,0,0
1685183841674,31911,192.168.1.204 Memory,0,0
1685183841674,403,192.168.1.204 CPU,0,0
1685183842687,31911,192.168.1.204 Memory,0,0
1685183842687,1175,192.168.1.204 CPU,0,0
1685183843701,31911,192.168.1.204 Memory,0,0
1685183843701,799,192.168.1.204 CPU,0,0
1685183844731,31911,192.168.1.204 Memory,0,0
1685183844731,3822,192.168.1.204 CPU,0,0
1685183845732,31289,192.168.1.204 Memory,0,0
1685183845732,35316,192.168.1.204 CPU,0,0
1685183846752,30927,192.168.1.204 Memory,0,0
1685183846752,89533,192.168.1.204 CPU,0,0
1685183847764,31843,192.168.1.204 Memory,0,0
1685183847764,98811,192.168.1.204 CPU,0,0
1685183848778,33122,192.168.1.204 Memory,0,0
1685183848778,97338,192.168.1.204 CPU,0,0
1685183849788,35257,192.168.1.204 Memory,0,0
1685183849788,100000,192.168.1.204 CPU,0,0
1685183850799,36198,192.168.1.204 Memory,0,0
1685183850799,99613,192.168.1.204 CPU,0,0
1685183851807,33625,192.168.1.204 Memory,0,0
1685183851807,96899,192.168.1.204 CPU,0,0
1685183852817,33060,192.168.1.204 Memory,0,0
1685183852817,98877,192.168.1.204 CPU,0,0
1685183853829,33474,192.168.1.204 Memory,0,0
1685183853829,98164,192.168.1.204 CPU,0,0
1685183854839,34146,192.168.1.204 Memory,0,0
1685183854839,98455,192.168.1.204 CPU,0,0
1685183855849,33989,192.168.1.204 Memory,0,0
1685183855849,98845,192.168.1.204 CPU,0,0
1685183856854,34165,192.168.1.204 Memory,0,0
1685183856854,68186,192.168.1.204 CPU,0,0
1685183857862,34277,192.168.1.204 Memory,0,0
1685183857862,69460,192.168.1.204 CPU,0,0
1685183858874,34101,192.168.1.204 Memory,0,0
1685183858874,95831,192.168.1.204 CPU,0,0
1685183859888,34058,192.168.1.204 Memory,0,0
1685183859888,61185,192.168.1.204 CPU,0,0
1685183860897,34058,192.168.1.204 Memory,0,0
1685183860897,7076,192.168.1.204 CPU,0,0
1685183861906,33646,192.168.1.204 Memory,0,0
1685183861906,2736,192.168.1.204 CPU,0,0
1685183862916,33311,192.168.1.204 Memory,0,0
1685183862916,17435,192.168.1.204 CPU,0,0
1685183863927,33107,192.168.1.204 Memory,0,0
1685183863927,11675,192.168.1.204 CPU,0,0
1685183864928,33122,192.168.1.204 Memory,0,0
1685183864928,2344,192.168.1.204 CPU,0,0
1685183865931,32422,192.168.1.204 Memory,0,0
1685183865931,13093,192.168.1.204 CPU,0,0
