timeStamp,elapsed,label,grpThreads,allThreads
1685177404235,31762,192.168.1.204 Memory,0,0
1685177404235,51259,192.168.1.204 CPU,0,0
1685177405249,31741,192.168.1.204 Memory,0,0
1685177405249,51562,192.168.1.204 CPU,0,0
1685177406262,31739,192.168.1.204 Memory,0,0
1685177406262,51937,192.168.1.204 CPU,0,0
1685177407273,31733,192.168.1.204 Memory,0,0
1685177407273,52153,192.168.1.204 CPU,0,0
1685177408307,31768,192.168.1.204 Memory,0,0
1685177408307,54058,192.168.1.204 CPU,0,0
1685177409317,31757,192.168.1.204 Memory,0,0
1685177409317,91766,192.168.1.204 CPU,0,0
1685177410331,31743,192.168.1.204 Memory,0,0
1685177410332,97293,192.168.1.204 CPU,0,0
1685177411343,31845,192.168.1.204 Memory,0,0
1685177411343,98851,192.168.1.204 CPU,0,0
1685177412352,31813,192.168.1.204 Memory,0,0
1685177412352,98507,192.168.1.204 CPU,0,0
1685177413359,31912,192.168.1.204 Memory,0,0
1685177413359,98455,192.168.1.204 CPU,0,0
1685177414360,31954,192.168.1.204 Memory,0,0
1685177414360,99609,192.168.1.204 CPU,0,0
1685177415374,31984,192.168.1.204 Memory,0,0
1685177415374,98102,192.168.1.204 CPU,0,0
1685177416389,31856,192.168.1.204 Memory,0,0
1685177416389,99234,192.168.1.204 CPU,0,0
1685177417403,31862,192.168.1.204 Memory,0,0
1685177417403,98856,192.168.1.204 CPU,0,0
