timeStamp,elapsed,label,grpThreads,allThreads
1685176868080,31910,192.168.1.204 Memory,0,0
1685176868080,923,192.168.1.204 CPU,0,0
1685176869086,31911,192.168.1.204 Memory,0,0
1685176869086,763,192.168.1.204 CPU,0,0
1685176870092,31911,192.168.1.204 Memory,0,0
1685176870092,401,192.168.1.204 CPU,0,0
1685176871096,31910,192.168.1.204 Memory,0,0
1685176871096,398,192.168.1.204 CPU,0,0
1685176872804,31904,192.168.1.204 Memory,0,0
1685176872804,378,192.168.1.204 CPU,0,0
1685176873815,30607,192.168.1.204 Memory,0,0
1685176873815,35917,192.168.1.204 CPU,0,0
1685176874828,31277,192.168.1.204 Memory,0,0
1685176874828,99225,192.168.1.204 CPU,0,0
1685176875837,31723,192.168.1.204 Memory,0,0
1685176875837,98085,192.168.1.204 CPU,0,0
1685176876849,31958,192.168.1.204 Memory,0,0
1685176876849,98861,192.168.1.204 CPU,0,0
1685176877861,31985,192.168.1.204 Memory,0,0
1685176877861,99221,192.168.1.204 CPU,0,0
1685176878875,32010,192.168.1.204 Memory,0,0
1685176878875,97756,192.168.1.204 CPU,0,0
1685176879885,32113,192.168.1.204 Memory,0,0
1685176879885,98101,192.168.1.204 CPU,0,0
1685176880893,32081,192.168.1.204 Memory,0,0
1685176880893,98838,192.168.1.204 CPU,0,0
1685176881904,32153,192.168.1.204 Memory,0,0
1685176881904,98838,192.168.1.204 CPU,0,0
1685176882914,32214,192.168.1.204 Memory,0,0
1685176882914,98843,192.168.1.204 CPU,0,0
