timeStamp,elapsed,label,grpThreads,allThreads
1685176679378,30766,192.168.1.204 Memory,0,0
1685176679378,5471,192.168.1.204 CPU,0,0
1685176680389,30766,192.168.1.204 Memory,0,0
1685176680389,0,192.168.1.204 CPU,0,0
1685176681402,30766,192.168.1.204 Memory,0,0
1685176681402,399,192.168.1.204 CPU,0,0
1685176682413,30766,192.168.1.204 Memory,0,0
1685176682413,375,192.168.1.204 CPU,0,0
1685176683523,30765,192.168.1.204 Memory,0,0
1685176683523,0,192.168.1.204 CPU,0,0
1685176684533,29692,192.168.1.204 Memory,0,0
1685176684533,60938,192.168.1.204 CPU,0,0
1685176685542,29821,192.168.1.204 Memory,0,0
1685176685542,89692,192.168.1.204 CPU,0,0
1685176686548,30211,192.168.1.204 Memory,0,0
1685176686548,95407,192.168.1.204 CPU,0,0
1685176687562,30219,192.168.1.204 Memory,0,0
1685176687562,70583,192.168.1.204 CPU,0,0
1685176688564,30159,192.168.1.204 Memory,0,0
1685176688564,97714,192.168.1.204 CPU,0,0
1685176689575,30664,192.168.1.204 Memory,0,0
1685176689575,100000,192.168.1.204 CPU,0,0
1685176690588,30738,192.168.1.204 Memory,0,0
1685176690588,98484,192.168.1.204 CPU,0,0
1685176691599,30820,192.168.1.204 Memory,0,0
1685176691599,95420,192.168.1.204 CPU,0,0
1685176692605,30779,192.168.1.204 Memory,0,0
1685176692605,98031,192.168.1.204 CPU,0,0
