timeStamp,elapsed,label,grpThreads,allThreads
1685176805488,30967,192.168.1.204 Memory,0,0
1685176805489,2931,192.168.1.204 CPU,0,0
1685176806496,30967,192.168.1.204 Memory,0,0
1685176806496,753,192.168.1.204 CPU,0,0
1685176807511,30967,192.168.1.204 Memory,0,0
1685176807511,775,192.168.1.204 CPU,0,0
1685176808511,30968,192.168.1.204 Memory,0,0
1685176808511,401,192.168.1.204 CPU,0,0
1685176809706,30967,192.168.1.204 Memory,0,0
1685176809706,2704,192.168.1.204 CPU,0,0
1685176810711,29818,192.168.1.204 Memory,0,0
1685176810711,90127,192.168.1.204 CPU,0,0
1685176811711,30236,192.168.1.204 Memory,0,0
1685176811711,98856,192.168.1.204 CPU,0,0
1685176812722,30175,192.168.1.204 Memory,0,0
1685176812722,99209,192.168.1.204 CPU,0,0
1685176813730,30804,192.168.1.204 Memory,0,0
1685176813730,99630,192.168.1.204 CPU,0,0
1685176814740,30823,192.168.1.204 Memory,0,0
1685176814740,99615,192.168.1.204 CPU,0,0
1685176815751,30855,192.168.1.204 Memory,0,0
1685176815752,99196,192.168.1.204 CPU,0,0
1685176816760,30930,192.168.1.204 Memory,0,0
1685176816760,98864,192.168.1.204 CPU,0,0
1685176817769,31077,192.168.1.204 Memory,0,0
1685176817769,98108,192.168.1.204 CPU,0,0
1685176818780,31193,192.168.1.204 Memory,0,0
1685176818780,91925,192.168.1.204 CPU,0,0
