timeStamp,elapsed,label,grpThreads,allThreads
1685175994922,28670,192.168.1.204 Memory,0,0
1685175994922,2808,192.168.1.204 CPU,0,0
1685175995931,28670,192.168.1.204 Memory,0,0
1685175995931,0,192.168.1.204 CPU,0,0
1685175996941,28670,192.168.1.204 Memory,0,0
1685175996941,0,192.168.1.204 CPU,0,0
1685175997950,28670,192.168.1.204 Memory,0,0
1685175997950,375,192.168.1.204 CPU,0,0
1685175999020,28500,192.168.1.204 Memory,0,0
1685175999020,14124,192.168.1.204 CPU,0,0
1685176000180,28762,192.168.1.204 Memory,0,0
1685176000180,15982,192.168.1.204 CPU,0,0
1685176001194,29124,192.168.1.204 Memory,0,0
1685176001194,28482,192.168.1.204 CPU,0,0
1685176002201,32225,192.168.1.204 Memory,0,0
1685176002201,51190,192.168.1.204 CPU,0,0
1685176003209,31148,192.168.1.204 Memory,0,0
1685176003209,45551,192.168.1.204 CPU,0,0
1685176004212,29338,192.168.1.204 Memory,0,0
1685176004212,43612,192.168.1.204 CPU,0,0
1685176005223,29397,192.168.1.204 Memory,0,0
1685176005223,44207,192.168.1.204 CPU,0,0
1685176006237,29586,192.168.1.204 Memory,0,0
1685176006237,43476,192.168.1.204 CPU,0,0
1685176007238,29601,192.168.1.204 Memory,0,0
1685176007238,47083,192.168.1.204 CPU,0,0
1685176008252,29363,192.168.1.204 Memory,0,0
1685176008252,47524,192.168.1.204 CPU,0,0
1685176009263,29349,192.168.1.204 Memory,0,0
1685176009263,42677,192.168.1.204 CPU,0,0
1685176010271,29368,192.168.1.204 Memory,0,0
1685176010271,48846,192.168.1.204 CPU,0,0
1685176011273,29151,192.168.1.204 Memory,0,0
1685176011273,44468,192.168.1.204 CPU,0,0
1685176012276,28895,192.168.1.204 Memory,0,0
1685176012276,24013,192.168.1.204 CPU,0,0
1685176013280,28895,192.168.1.204 Memory,0,0
1685176013280,4710,192.168.1.204 CPU,0,0
1685176014290,28895,192.168.1.204 Memory,0,0
1685176014290,1170,192.168.1.204 CPU,0,0
1685176015300,28895,192.168.1.204 Memory,0,0
1685176015300,401,192.168.1.204 CPU,0,0
1685176016306,28897,192.168.1.204 Memory,0,0
1685176016306,771,192.168.1.204 CPU,0,0
1685176017311,28898,192.168.1.204 Memory,0,0
1685176017311,1544,192.168.1.204 CPU,0,0
