timeStamp,elapsed,label,grpThreads,allThreads
1685175854124,29111,192.168.1.204 Memory,0,0
1685175854124,9324,192.168.1.204 CPU,0,0
1685175855136,29143,192.168.1.204 Memory,0,0
1685175855136,3939,192.168.1.204 CPU,0,0
1685175856136,29048,192.168.1.204 Memory,0,0
1685175856136,39385,192.168.1.204 CPU,0,0
1685175857143,29041,192.168.1.204 Memory,0,0
1685175857143,38713,192.168.1.204 CPU,0,0
1685175858327,29040,192.168.1.204 Memory,0,0
1685175858327,37175,192.168.1.204 CPU,0,0
1685175859327,29041,192.168.1.204 Memory,0,0
1685175859327,40957,192.168.1.204 CPU,0,0
1685175860341,29104,192.168.1.204 Memory,0,0
1685175860341,40829,192.168.1.204 CPU,0,0
1685175861341,29106,192.168.1.204 Memory,0,0
1685175861341,40377,192.168.1.204 CPU,0,0
1685175862355,29147,192.168.1.204 Memory,0,0
1685175862355,39072,192.168.1.204 CPU,0,0
1685175863370,29128,192.168.1.204 Memory,0,0
1685175863370,40425,192.168.1.204 CPU,0,0
1685175864371,29104,192.168.1.204 Memory,0,0
1685175864371,39506,192.168.1.204 CPU,0,0
1685175865385,29078,192.168.1.204 Memory,0,0
1685175865385,39593,192.168.1.204 CPU,0,0
1685175866393,29056,192.168.1.204 Memory,0,0
1685175866393,39456,192.168.1.204 CPU,0,0
1685175867395,29081,192.168.1.204 Memory,0,0
1685175867395,38387,192.168.1.204 CPU,0,0
