timeStamp,elapsed,label,grpThreads,allThreads
1685183569305,27328,192.168.1.204 Memory,0,0
1685183569305,4619,192.168.1.204 CPU,0,0
1685183570318,27328,192.168.1.204 Memory,0,0
1685183570318,0,192.168.1.204 CPU,0,0
1685183571332,27325,192.168.1.204 Memory,0,0
1685183571332,0,192.168.1.204 CPU,0,0
1685183572345,27325,192.168.1.204 Memory,0,0
1685183572345,750,192.168.1.204 CPU,0,0
1685183573355,27324,192.168.1.204 Memory,0,0
1685183573384,22703,192.168.1.204 CPU,0,0
1685183574399,27613,192.168.1.204 Memory,0,0
1685183574399,31803,192.168.1.204 CPU,0,0
1685183575858,28081,192.168.1.204 Memory,0,0
1685183575858,25750,192.168.1.204 CPU,0,0
1685183576872,28664,192.168.1.204 Memory,0,0
1685183576872,36967,192.168.1.204 CPU,0,0
1685183577873,29703,192.168.1.204 Memory,0,0
1685183577873,41274,192.168.1.204 CPU,0,0
1685183578888,31196,192.168.1.204 Memory,0,0
1685183578888,44784,192.168.1.204 CPU,0,0
1685183579900,33089,192.168.1.204 Memory,0,0
1685183579900,43680,192.168.1.204 CPU,0,0
1685183580913,33916,192.168.1.204 Memory,0,0
1685183580913,42818,192.168.1.204 CPU,0,0
1685183581928,34172,192.168.1.204 Memory,0,0
1685183581928,42175,192.168.1.204 CPU,0,0
1685183582930,36123,192.168.1.204 Memory,0,0
1685183582930,50946,192.168.1.204 CPU,0,0
1685183583933,34464,192.168.1.204 Memory,0,0
1685183583933,50037,192.168.1.204 CPU,0,0
1685183584937,34224,192.168.1.204 Memory,0,0
1685183584938,44729,192.168.1.204 CPU,0,0
1685183585946,31615,192.168.1.204 Memory,0,0
1685183585946,41988,192.168.1.204 CPU,0,0
1685183586952,31195,192.168.1.204 Memory,0,0
1685183586952,44138,192.168.1.204 CPU,0,0
1685183587963,30950,192.168.1.204 Memory,0,0
1685183587963,38147,192.168.1.204 CPU,0,0
1685183588976,30633,192.168.1.204 Memory,0,0
1685183588976,45071,192.168.1.204 CPU,0,0
1685183589989,30632,192.168.1.204 Memory,0,0
1685183589989,41195,192.168.1.204 CPU,0,0
1685183590997,30840,192.168.1.204 Memory,0,0
1685183590997,26736,192.168.1.204 CPU,0,0
1685183592009,30897,192.168.1.204 Memory,0,0
1685183592009,33959,192.168.1.204 CPU,0,0
1685183593022,30721,192.168.1.204 Memory,0,0
1685183593022,44276,192.168.1.204 CPU,0,0
1685183594036,30770,192.168.1.204 Memory,0,0
1685183594036,44741,192.168.1.204 CPU,0,0
1685183595050,30589,192.168.1.204 Memory,0,0
1685183595050,41569,192.168.1.204 CPU,0,0
1685183596050,30400,192.168.1.204 Memory,0,0
1685183596050,44778,192.168.1.204 CPU,0,0
1685183597059,30305,192.168.1.204 Memory,0,0
1685183597059,44774,192.168.1.204 CPU,0,0
1685183598072,30139,192.168.1.204 Memory,0,0
1685183598072,44800,192.168.1.204 CPU,0,0
1685183599073,29298,192.168.1.204 Memory,0,0
1685183599073,41350,192.168.1.204 CPU,0,0
1685183600081,30045,192.168.1.204 Memory,0,0
1685183600081,50787,192.168.1.204 CPU,0,0
1685183601093,30100,192.168.1.204 Memory,0,0
1685183601093,31375,192.168.1.204 CPU,0,0
1685183602108,29908,192.168.1.204 Memory,0,0
1685183602108,47076,192.168.1.204 CPU,0,0
1685183603120,29741,192.168.1.204 Memory,0,0
1685183603120,398,192.168.1.204 CPU,0,0
